@relation cluster_data

@attribute var_0000 real
@attribute var_0001 real
@attribute var_0002 real
@attribute var_0003 real
@attribute var_0004 real
@attribute var_0005 real
@attribute var_0006 real
@attribute var_0007 real
@attribute var_0008 real
@attribute var_0009 real
@attribute var_0010 real
@attribute var_0011 real
@attribute var_0012 real
@attribute var_0013 real
@attribute var_0014 real
@attribute var_0015 real
@attribute var_0016 real
@attribute var_0017 real
@attribute var_0018 real
@attribute var_0019 real
@attribute var_0020 real
@attribute var_0021 real
@attribute var_0022 real
@attribute var_0023 real
@attribute var_0024 real
@attribute var_0025 real
@attribute var_0026 real
@attribute var_0027 real
@attribute var_0028 real
@attribute var_0029 real
@attribute var_0030 real
@attribute var_0031 real
@attribute var_0032 real
@attribute var_0033 real
@attribute var_0034 real
@attribute var_0035 real
@attribute var_0036 real
@attribute var_0037 real
@attribute var_0038 real
@attribute var_0039 real
@attribute var_0040 real
@attribute var_0041 real
@attribute var_0042 real
@attribute var_0043 real
@attribute var_0044 real
@attribute var_0045 real
@attribute var_0046 real
@attribute var_0047 real
@attribute var_0048 real
@attribute var_0049 real
@attribute var_0050 real
@attribute var_0051 real
@attribute var_0052 real
@attribute var_0053 real
@attribute var_0054 real
@attribute var_0055 real
@attribute var_0056 real
@attribute var_0057 real
@attribute var_0058 real
@attribute var_0059 real
@attribute var_0060 real
@attribute var_0061 real
@attribute var_0062 real
@attribute var_0063 real
@attribute var_0064 real
@attribute var_0065 real
@attribute var_0066 real
@attribute var_0067 real
@attribute var_0068 real
@attribute var_0069 real
@attribute var_0070 real
@attribute var_0071 real
@attribute var_0072 real
@attribute var_0073 real
@attribute var_0074 real
@attribute class {0, 1, 2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048, 4096, 8192, 8196, 16384, 32768, 65536, 65544, 131072, 262144, 278528, 524288, 1048576, 2097152, 4194304, 4325376}

@data
0.000112814, 0.924368, -0.0168819, 0.669666, 0.182862, 0.779199, -0.0033874, 0.985111, -0.00186891, 0.566861, 0.0139344, 0.699328, 0.907317, 0.566126, -0.000374922, 0.572919, 0.217661, 0.0619207, -0.0144022, 0.946048, 0.0212913, 0.914774, 0.337626, 0.00547228, 0.772813, 0.771873, 0.550887, 0.304313, -0.00279506, 0.785673, 0.409547, 0.934864, 0.00258989, 0.569315, 0.00599471, -0.00784654, 0.774551, 0.00529964, 0.231668, 0.184647, 0.879098, -0.0034926, 0.0828853, 0.593996, 0.0829039, 0.00724053, 0.012075, 0.942693, 0.262465, 0.479172, 0.221218, 0.881536, 0.137279, -0.00297011, 0.964146, -0.00350606, 0.667612, 0.392412, 0.182377, 0.0246175, 0.301313, 0.00941039, 0.000189884, 0.839139, 0.984619, 0.114942, 0.773484, -0.0260798, 0.389922, 0.00041192, 0.142688, 0.483246, 0.318988, 0.804294, -0.0247536, 256
0.374202, 0.0127435, 0.032655, 0.0103985, 0.379601, 0.46715, 0.00090785, 0.894605, 0.899432, 0.0117889, 0.0668898, -0.0166815, 0.422331, 0.869516, -0.0085015, 0.122227, 0.0509879, 0.326837, 0.217922, 0.613587, 0.00341856, 0.914928, 0.579867, 0.799636, 0.473966, 0.184255, -0.00941821, 0.214822, 0.190826, -0.00367344, 0.863372, 0.545563, 0.42257, 0.00864457, 0.25004, 0.0120242, 0.999387, -0.0225141, 0.456148, 0.624156, 0.329382, 0.0114276, 0.338751, 0.385965, 0.00753659, 0.257804, -0.0135075, 0.0869692, 0.498128, 0.386521, 0.00441174, 0.774624, 0.285924, 0.403025, 0.424374, 0.002697, 0.904294, 0.659744, 0.105124, 0.00662268, 0.764049, 0.00927534, 0.60399, 0.0520046, 0.680787, -0.000665388, 0.00615437, 0.806865, 0.714247, -0.00439277, 0.983409, 0.744797, 0.00533051, 0.697366, 0.125038, 128
0.660259, 0.0167097, 0.0094243, 0.773281, 0.0227974, 0.812311, 0.00181209, 0.013084, 0.55186, 0.66786, 0.004423, 0.119185, 0.604574, 0.386637, 0.000392053, 0.630046, 0.39897, 0.577398, -0.0157456, 0.769046, 0.934904, 0.815645, 0.68323, -0.0195015, 0.0804419, 0.83696, 0.00312943, 0.245253, 0.0235805, 0.794344, 0.185891, 0.723133, 0.0114055, 0.798853, 0.148334, 0.469779, -0.00379768, -0.00800147, 0.389971, 0.182435, 0.0124662, 0.816691, 0.886581, 0.401059, -0.00285126, 0.982318, 0.55041, 0.760167, -0.00956723, 0.278828, 0.0746936, 0.962434, -0.00372896, 0.277067, 0.503982, 0.679735, 0.0048393, 0.121227, -0.00151558, 0.926766, 0.763489, 0.151064, 0.0206775, 0.323168, 0.412105, 0.455454, 0.00543655, 0.729145, 0.150537, 0.972333, 0.0023553, 0.426651, 0.476094, 0.926489, 0.00814811, 0
-0.00766677, 0.748527, 0.15677, 0.421347, 0.00623194, 0.00422043, 0.329129, 0.694283, 0.00355391, 0.534331, 0.723042, 6.80797e-05, 0.29263, 0.547001, 0.00824659, 0.416073, 0.966683, -0.00978067, 0.144106, 0.605443, 0.725383, 0.00506188, 0.215502, 0.995839, 0.649315, 0.23819, 0.0191702, 0.936674, -0.00284823, 0.756557, 0.457088, 0.880636, 0.00661409, 0.688687, 0.00737447, 0.887523, 6.20828e-05, 0.0454179, -0.0170814, 0.237485, 0.00451491, 0.0214312, 0.24394, 0.102024, -0.0162512, 0.219705, -0.00471007, 0.340455, 0.780023, 0.242886, 0.58722, 0.000800793, 0.159612, 0.44368, 0.353824, 0.0587745, 0.00708614, 0.00233569, 0.012018, 0.29534, 0.785482, 0.393297, 0.00435453, 0.607451, 0.231684, 0.843422, 0.0143379, 0.617257, 0.640453, 0.574856, -0.00470849, 0.538637, 0.226808, 0.130986, 0.00145153, 0
-0.00115675, 0.416361, 0.501148, 0.0128553, 0.616435, 0.17847, 0.0125492, 0.109092, 0.91629, 0.0298298, 0.240983, 0.534146, 0.015994, 0.0739366, -0.0134073, 0.342441, 0.931637, 0.22354, 0.0152475, 0.62831, -0.01486, 0.237589, 0.000520891, 0.491172, 0.017365, 0.7139, 0.262461, 0.00856046, 0.934636, 0.307694, 0.353625, 0.686937, -0.00982204, 0.272382, 0.381165, -0.00785016, 0.243128, 0.676654, 0.0100687, -0.00931723, 0.903697, 0.613218, 0.268019, 0.789915, 0.765503, 0.00478458, 0.0519132, 0.00634582, 0.331971, 0.0391044, 0.593929, 0.193007, 0.000406389, 0.455649, 0.440783, 0.0189361, 0.478206, 0.320951, 0.486683, 0.40697, 0.877997, 0.00440008, 0.00803428, 0.326252, 0.992987, 0.821684, 0.00406303, 0.00159428, 0.621005, 0.714067, 0.00133138, 0.128406, 0.770267, 0.299736, -0.0103507, 0
0.68476, -0.00926818, 0.512134, 0.360135, 0.0258773, -0.001441, 0.439084, -0.00770222, 0.0642354, 0.86827, 0.249252, 0.201497, 0.00755684, 0.897773, 0.00753561, 0.980749, 0.0851476, -0.0154654, 0.130079, 0.320343, 0.429295, 0.229769, 0.473169, -4.73545e-05, -0.00702906, 0.218127, 0.106225, 0.67901, -0.0123849, 0.861126, 0.777071, 0.00147149, 0.828884, 0.705412, 0.995504, -0.01437, 0.0829356, 0.0141495, 0.74119, 0.63959, 0.790051, 0.421967, 0.0151971, 0.646697, 0.00786743, 0.802793, 0.358221, 0.0168655, 0.487251, 0.377371, 0.555227, 0.00991429, 0.66628, 0.372057, 0.16674, 0.781488, -0.000776961, 0.161913, 0.171421, 0.716462, 0.00514289, 0.0504678, 0.537528, -0.0109694, 0.102085, 0.521266, 0.599225, -0.00696145, 0.510923, 0.993868, 0.00480785, 0.891803, 0.0281377, 0.438462, -0.00995795, 0
-0.00293161, 0.593636, 0.00275079, 0.641356, 0.205635, 0.0181866, 0.457735, 0.00409144, 0.0086387, 0.616525, 0.590661, 0.886152, 0.355411, 0.00742134, 0.893544, -0.0118952, 0.236437, 0.613544, 0.0977153, 0.336359, -0.00881807, 0.0595345, 0.00510098, 0.188565, 0.30402, 0.000573899, 0.557954, 0.314662, 0.293205, -0.000615648, -0.0117368, 0.583117, 0.39132, 0.511265, 0.532328, 0.522415, -0.00806919, 0.931168, 0.0119019, 0.557738, 0.918742, 0.805165, 0.000256307, -0.00116692, 0.239263, 0.221271, 0.116289, 0.848595, 0.925081, 0.00323071, 0.910123, 0.015164, 0.800373, 0.897154, 0.65445, 0.0208561, 0.774685, 0.389448, 0.788293, 0.365696, 0.0527088, 0.0184313, 0.000225357, 0.256742, 0.0628564, 0.736608, 0.487648, 0.0175372, 0.950041, 0.279361, -0.00362062, 0.0480917, -0.00425255, 0.99118, 0.518662, 0
0.943402, 0.00441906, 0.0120322, 0.586342, 0.376924, 0.285347, 0.000861534, 0.236524, 0.798517, -0.00223944, 0.84267, 0.005164, 0.0231101, 0.37808, -0.0154533, 0.636947, 0.30454, 0.00212886, 0.73901, 0.381951, 0.259109, 0.672413, -0.00936827, 0.0346854, 0.74607, 0.605037, 0.00670194, -0.00543558, 0.754031, 0.0933627, 0.439763, 0.285324, 0.496474, 0.923356, 0.00442425, -0.0114402, 0.243868, 0.00739684, 0.421202, 0.0553612, 0.254141, 0.693726, -0.00494055, 0.00163741, 0.317674, 0.736929, 0.000856664, 0.281683, 0.00249791, 0.00287394, 0.0521545, 0.351216, 0.711547, -0.0190205, 0.864907, 0.895615, 0.0047973, 0.560823, 0.311161, 0.00868663, 0.310232, 0.701472, 0.90766, 0.168964, 0.497641, 0.00243371, 0.00612274, 0.0377717, 0.817998, 0.00242152, 0.44143, 0.0297552, 0.645247, 0.00518875, 0.239689, 0
0.0103666, 0.616577, 0.961529, 0.322407, 0.00728816, 0.797457, 0.646287, 0.555253, 0.194251, 0.0121322, 0.940192, 0.535455, 0.280125, -0.01798, 0.164774, 0.628312, 0.00192143, 0.899071, 0.501124, -0.00058457, 0.323584, 0.570896, 0.078853, -0.0143659, 0.00291049, 0.0460164, 0.178805, 0.773921, -0.0146013, 0.450703, 0.000272656, 0.923609, 0.581459, 0.776998, 0.204578, -0.0015873, 0.764505, 0.204649, 0.00265531, 0.208274, 0.0684647, 0.44712, -0.000820512, 0.00844247, 0.719448, 0.591771, 0.0163521, 0.609822, 0.992893, 0.659486, 0.355887, 0.0870628, 0.296592, 0.00705903, 0.218111, 0.15609, -0.0231102, 0.647101, 0.83542, 0.0137358, 0.484207, 0.199175, 0.650152, 0.111861, 0.616876, 0.00435286, 0.000802306, 0.493342, 0.738933, 0.717589, 0.00588625, -0.00286266, 0.811064, 0.158884, 0.670588, 4
0.000778927, 0.931731, 0.2494, -0.000571962, 0.318325, 0.363852, -0.00326356, -0.00458804, 0.296759, 0.689814, -0.0127409, 0.185447, 0.082316, 0.918094, 0.0635765, 0.90912, 0.0114076, 0.341482, 0.00892241, 0.685956, 0.956957, 0.86276, 0.00898327, 0.640261, 0.749884, 0.00434661, 0.375015, 0.00826097, 0.0445843, 0.42745, 0.146884, 0.59801, -0.0167079, 0.117019, 0.241287, 0.002169, 0.906264, 0.00509737, 0.534908, 0.92371, 0.226697, -0.00434688, 0.378462, -0.0171938, 0.141195, 0.66251, 0.60536, 0.000272699, 0.793568, 0.874394, 0.360078, 0.310242, 0.234944, -0.0198015, 0.949252, 0.190652, -0.0112562, 0.400166, 0.564778, -0.0126121, 0.898576, 0.629139, 0.54566, -0.000911013, 0.23982, 0.761627, 0.94914, -0.00644322, 0.819714, 0.225721, 0.0140876, 0.304959, -0.00284415, 0.374358, 0.0886396, 0
