@relation cluster_data

@attribute var_0000 real
@attribute var_0001 real
@attribute var_0002 real
@attribute var_0003 real
@attribute var_0004 real
@attribute var_0005 real
@attribute var_0006 real
@attribute var_0007 real
@attribute var_0008 real
@attribute var_0009 real
@attribute var_0010 real
@attribute var_0011 real
@attribute var_0012 real
@attribute var_0013 real
@attribute var_0014 real
@attribute var_0015 real
@attribute var_0016 real
@attribute var_0017 real
@attribute var_0018 real
@attribute var_0019 real
@attribute var_0020 real
@attribute var_0021 real
@attribute var_0022 real
@attribute var_0023 real
@attribute var_0024 real
@attribute var_0025 real
@attribute var_0026 real
@attribute var_0027 real
@attribute var_0028 real
@attribute var_0029 real
@attribute var_0030 real
@attribute var_0031 real
@attribute var_0032 real
@attribute var_0033 real
@attribute var_0034 real
@attribute var_0035 real
@attribute var_0036 real
@attribute var_0037 real
@attribute var_0038 real
@attribute var_0039 real
@attribute var_0040 real
@attribute var_0041 real
@attribute var_0042 real
@attribute var_0043 real
@attribute var_0044 real
@attribute var_0045 real
@attribute var_0046 real
@attribute var_0047 real
@attribute var_0048 real
@attribute var_0049 real
@attribute var_0050 real
@attribute var_0051 real
@attribute var_0052 real
@attribute var_0053 real
@attribute var_0054 real
@attribute var_0055 real
@attribute var_0056 real
@attribute var_0057 real
@attribute var_0058 real
@attribute var_0059 real
@attribute var_0060 real
@attribute var_0061 real
@attribute var_0062 real
@attribute var_0063 real
@attribute var_0064 real
@attribute var_0065 real
@attribute var_0066 real
@attribute var_0067 real
@attribute var_0068 real
@attribute var_0069 real
@attribute var_0070 real
@attribute var_0071 real
@attribute var_0072 real
@attribute var_0073 real
@attribute var_0074 real
@attribute class {0, 1, 2, 4, 8, 16, 32, 33, 64, 128, 256, 512, 768, 1024, 2048, 4096, 4160, 8192, 16384, 16392, 32768, 65536, 131072, 262144, 524288, 1048576, 2097152, 4194304}

@data
-0.00411702, 0.759435, 0.00418037, 0.0110249, 0.0276579, 0.504954, -0.00809291, 0.548333, 0.964026, 0.314712, 0.961662, 0.0033247, 0.765513, 0.996614, 0.648075, 0.00900129, 0.24947, 0.300977, 0.437818, 0.0747807, -0.0060651, 0.874925, -0.01164, 0.270538, 0.00156497, 0.597578, 0.00295001, 0.384963, 0.860919, 0.574416, 0.571258, -0.000347029, 0.427085, 0.429995, -0.0063398, 0.327874, 0.11909, 0.262938, 5.1447e-05, -0.00673532, 0.233658, 0.396504, -0.00150919, 0.23336, 0.0425095, 0.121675, 0.00972006, 0.734494, 0.0192212, 0.896129, 0.229611, 0.465527, 0.954235, 0.000537582, 0.599391, 0.73287, -0.00606059, 0.238881, 0.0443675, 0.0146732, 0.06689, -0.00148923, 0.939488, 0.49181, 0.396095, -0.0228606, 0.969758, 0.00853926, 0.00679247, -0.0151478, 0.393766, 0.187621, 0.718336, 0.010907, 0.126864, 0
0.0208288, 0.114426, 0.0833663, 0.709322, 0.00928237, 0.874601, 0.0080296, 0.28886, 0.710436, -0.0086698, 0.89631, 0.0412492, 0.970035, 0.34235, 0.00187953, 0.324123, -0.0047896, 0.841068, -0.0116908, 0.00489781, 0.98043, 0.969586, 0.00956015, 0.17932, 0.38101, 0.751997, 0.428891, 0.00891677, 0.0742307, 0.321395, 0.0460075, 0.000929888, 0.913219, -0.00355274, 0.87736, 0.609639, 0.77639, 0.630734, -0.0170541, 0.721003, 0.455303, 0.00435089, 0.0139304, 0.516686, 0.533284, 0.720889, -0.00679244, 0.863111, 0.0922634, 0.00106089, 0.416099, 0.249007, 0.429919, 0.0122542, 0.557627, 0.768777, 0.0168016, 0.487349, 0.00102159, 0.482139, 0.517768, 0.230799, -0.0105139, 0.545512, 0.38666, 0.0134368, 0.252292, -0.00195666, 0.790981, 0.912881, 0.00459544, 0.459788, 0.590035, 0.00889853, 0.373211, 0
-0.0047827, 0.501633, 0.51043, 0.378202, 0.00608983, 0.564339, 0.556403, -0.0067988, 0.907089, 0.86918, 0.181415, 0.880671, 0.789244, -0.00778755, 0.52961, 0.250776, -0.0014823, -0.00541104, 0.416446, 0.0177639, 0.535201, 0.77075, -0.00427833, 0.543379, 0.455121, 0.0193596, 0.599828, 0.877034, 0.010176, 0.334384, 0.430791, 0.741131, 0.827899, 0.602752, 0.578114, -0.00933689, 0.0799263, 0.866895, -0.00382548, 0.0242153, -0.0041302, 0.457915, 0.00411936, -0.0130237, 0.2842, 0.871743, 0.991084, 0.0219651, 0.804902, 0.882614, -0.00963929, 0.901849, 0.538476, 0.318216, 0.0126328, 0.319126, -0.00270394, 0.491311, 0.359274, 0.153174, -0.00489677, 0.0269519, 0.835553, 0.0100208, 0.52025, 0.928024, 0.0126762, 0.621877, 0.00839416, 0.980085, 0.00346486, 0.758633, 0.810389, 0.00221236, 0.0125284, 0
0.883472, 0.0253619, 0.00642265, 0.354121, 0.162883, 0.945941, 0.502895, 0.00451564, 0.898162, 0.0027043, 0.94204, 0.837436, 0.836697, 9.11883e-05, 0.999165, 0.573636, 0.0108598, 0.0997406, 0.6545, 0.5328, 0.00120911, 0.806204, -0.00513364, 0.936044, 0.00197713, -0.00968571, 0.897898, 0.936124, -0.0191888, 0.165243, 0.520867, 0.150442, -0.00473151, 0.933193, 0.303123, 0.517188, 0.0124764, 0.505141, 0.667942, 0.738283, 0.235734, -0.0185709, 0.489837, 0.808643, 0.71139, 0.0134539, 0.452374, 0.0117052, 0.146893, -0.00857478, 0.148913, 0.143257, 0.29174, 0.726309, -0.00552604, 0.253355, 0.00163584, 0.586968, 0.00085935, 0.722425, 0.586195, 0.0109274, 0.345651, 0.0849808, 0.134325, -0.0144185, 0.0280663, 0.121468, 0.00788522, -0.0162479, 0.360089, 0.26304, 0.258969, -0.014531, 0.706702, 0
0.337734, -0.00882805, 0.996747, -0.00586869, 0.475264, 0.0375079, 0.894546, 0.387389, 0.00522456, 0.367061, 0.185335, 0.433909, 0.496301, 0.0157788, 0.997402, 0.00882174, 0.0574177, 0.848965, 0.628274, 0.245316, 0.0064143, 0.376814, -0.0132502, 0.121464, 0.00756265, 0.00987915, 0.409174, 0.679634, 0.655684, -0.0169025, 0.652335, 0.683415, 0.0186774, 0.00746477, 0.0445654, 0.864099, 0.00854829, 0.210997, 0.333811, 0.0940989, -0.000283521, 0.0742232, 0.660111, 0.189736, 0.0788599, 0.00194093, 0.0353919, -0.0126906, 0.385836, -0.00644237, 0.482212, 0.503931, -0.0085182, 0.197125, 0.316621, 0.00746227, 0.100805, -6.44781e-05, 0.182357, 0.673099, 0.286606, 0.601936, 0.0157145, 0.00899084, 0.808529, 0.185887, 0.00709017, 0.214364, 0.00971666, 0.359457, -0.000335475, 0.310287, 0.521454, -0.00456194, 0.928829, 0
0.459923, 0.0158465, 0.893781, -0.0062992, 0.237906, 0.519083, 0.580806, 4.66922e-05, 0.632671, 0.367196, 0.178776, -0.00722766, 0.584128, 0.55403, 0.0795732, 0.628551, -0.0181744, 0.537992, 0.00679969, 0.999897, 0.192328, 0.214089, 0.391865, -0.0017267, 0.10981, 0.525448, 0.68391, 0.0180442, 0.0148673, 0.792473, 0.117105, 0.0352465, 0.516237, -0.00714231, 0.440664, 0.964545, 0.0463653, 0.0336542, 0.00583348, 0.835704, -0.00836501, 0.153902, 0.830582, -0.0122847, 0.286626, 0.0929609, 0.0723756, -0.00625142, 0.0688289, -0.00679816, 0.144889, 0.152606, 0.903877, 0.000356079, 0.360084, 0.492704, 0.00687841, 0.169086, 0.782025, 0.805657, -0.000840144, 0.413646, 0.468382, -0.000168847, 0.396307, 0.583951, -0.0131934, -0.0017891, 0.995915, 0.780601, 0.212673, 0.209226, -0.0140367, 0.668893, 0.00397672, 0
0.690705, -0.00385665, 0.784728, 0.844948, 0.693619, -0.0201287, 0.329353, 0.966297, -0.0106292, 0.0605089, 0.137423, 0.127601, 0.58435, 0.632699, 0.0143264, 0.757346, 0.0100875, 0.434147, 0.0109819, 0.928876, 0.429433, 0.772362, 0.00654868, 0.270025, 0.0134436, 0.0129095, 0.678206, 0.22148, -0.0121129, 0.739324, 0.308685, 0.591119, 0.701559, -0.0012255, 0.949203, 0.937143, -0.00840698, 0.0980957, 0.850018, 0.185139, -9.73946e-05, 0.298949, 0.654234, 0.773977, 0.0135192, 0.855502, 0.00182121, 0.0629327, 0.458105, 0.305225, -0.00839364, 0.0320752, -0.000262975, 0.812433, 0.681693, 0.00567307, 0.801385, 0.0106244, 0.567309, 0.817131, 0.585222, 0.549651, 0.669349, -0.00592699, 0.615398, -0.0244496, 0.629484, 0.031103, 0.0121713, 0.234329, 0.287955, 0.0071473, 0.212938, 0.0052137, 0.944008, 0
0.12949, 0.0158617, 0.150283, 0.00163458, 0.948713, 0.401341, 0.903332, 0.279761, 0.118851, 0.481912, 0.00778629, 0.827773, 0.939654, -0.0130986, 0.612805, 0.209794, 0.0046999, 0.566988, 0.625977, 0.924638, -0.00588997, 0.708005, 0.196678, -0.00362119, 0.369859, 0.640073, 0.991437, -0.0142265, 0.917414, 0.248013, 0.189643, -0.000663265, 0.945963, 0.0936443, 0.419567, -0.00749132, 0.575074, 0.00133345, 0.434589, 0.0105137, 0.884165, 0.0276544, 0.48609, 0.136541, 0.585194, 0.00765876, -0.00291162, 0.581876, 0.188475, -0.00380116, 0.18043, 0.7835, 0.0033783, 0.677602, 0.599529, 0.00983923, 0.196975, -0.00227856, 0.606249, 0.22116, 0.340612, -0.0080763, 0.426982, 0.169354, 0.118997, -0.0026722, 0.961239, 0.574361, -0.00820428, 0.569855, 0.354802, 0.331392, -0.0111304, -0.0105371, 0.613071, 0
0.0157423, 0.92711, 0.605656, 0.691103, -0.00352827, 0.590725, 0.653055, 0.272189, 0.127837, 0.30183, 0.000746676, 0.00634832, 0.612652, 0.605252, 0.275596, 0.00786584, 0.639454, 0.121123, 0.288751, 0.258233, 0.453743, 0.0101581, 0.0118301, 0.245836, -0.0132551, 0.459788, 0.26198, 0.08372, -0.00082781, 0.819767, 0.240648, 0.585393, 0.776095, 0.145964, -0.0020517, 0.399154, 0.102119, 0.0496404, -0.00404413, 0.702726, 0.795492, 0.0169452, 0.368343, 0.750419, 0.541969, 0.00875397, 0.902888, 0.0247855, 0.655713, -0.0166655, 0.567793, 0.814262, 0.875474, 0.505303, -0.0106591, 0.38549, -0.00162501, 0.780089, 0.677724, 0.420725, -0.00435107, 0.782645, 0.766749, 0.100349, 0.00776155, 0.0115078, 0.410983, 0.0100689, 0.768545, -0.0119763, 0.300054, 0.659949, 0.219161, 0.98986, 0.00879824, 0
0.145404, -0.00454763, 0.006536, 0.560475, 0.724619, 0.338054, 0.00756082, 0.92559, 0.0669325, -0.0117128, 0.602298, 0.154028, -0.0142491, 0.723203, 0.270042, -0.0299111, 0.1048, 0.687444, 0.188203, 0.382784, 0.744251, -0.00652345, 0.984025, -0.000575108, 0.778069, 0.130612, 0.698614, 0.010996, -0.00857164, 0.0855562, 0.923564, 0.581799, 0.985824, 0.0123044, 0.836537, 0.634705, 0.00112371, 0.19302, 0.306541, -0.00336263, 0.992218, 0.438183, 0.970187, 0.00653036, 0.987781, 0.970025, 0.860398, 0.000636314, 0.759402, 0.926979, -0.00740265, 0.425548, -0.00156213, 0.832672, 0.383927, -0.00716357, 0.546633, 0.23007, 0.258538, -0.016088, 0.609467, 0.508055, 0.158949, 0.00266023, 0.49616, 0.412787, 0.0218492, 0.123172, 0.000277684, 0.511511, 0.028113, 0.645181, 0.0100046, 0.559117, 0.00666364, 0
