@relation cluster_data

@attribute var_0000 real
@attribute var_0001 real
@attribute var_0002 real
@attribute var_0003 real
@attribute var_0004 real
@attribute var_0005 real
@attribute var_0006 real
@attribute var_0007 real
@attribute var_0008 real
@attribute var_0009 real
@attribute var_0010 real
@attribute var_0011 real
@attribute var_0012 real
@attribute var_0013 real
@attribute var_0014 real
@attribute var_0015 real
@attribute var_0016 real
@attribute var_0017 real
@attribute var_0018 real
@attribute var_0019 real
@attribute var_0020 real
@attribute var_0021 real
@attribute var_0022 real
@attribute var_0023 real
@attribute var_0024 real
@attribute var_0025 real
@attribute var_0026 real
@attribute var_0027 real
@attribute var_0028 real
@attribute var_0029 real
@attribute class {0, 1, 2, 4, 8, 16, 32, 64, 128, 136, 256}

@data
-0.00324842, 0.176549, 0.623662, -0.00650939, 0.924746, 0.965724, 0.147508, 0.999656, 0.855172, 0.764251, 0.710092, 0.000629556, 0.623375, 0.0296362, -0.0221296, 0.537532, 0.15531, 0.829927, 0.303112, -0.011736, 0.91128, -0.0172542, 0.635552, 0.51489, 0.387465, -0.0102084, 0.73126, 0.342588, 0.292875, -0.0142702, 4
-0.00413499, 0.301157, 0.280263, 0.0389955, -0.0140893, 0.270921, 0.434935, 0.818806, -0.00013878, 0.0172965, 0.824699, 0.657845, 0.0738879, 0.435036, 0.365079, -0.00629361, 0.660211, 0.298523, 0.19023, -0.00110516, 0.775973, 0.287978, 0.631006, 0.00694999, 0.933404, 0.00307805, 0.762237, 0.400495, 0.00394347, 0.838273, 0
0.926228, -0.00513503, 0.908844, 0.118891, 0.609007, 0.00128902, 0.0136961, 0.003207, 0.899507, 0.883716, 0.644378, 0.0183435, 0.817568, -0.00737071, 0.856965, 0.612264, 0.00246883, 0.271942, 0.568856, 0.158429, 0.749928, 0.623196, 0.84702, 0.000269901, 0.793352, -0.0114924, 0.624309, 0.430821, 0.872374, -0.00276923, 0
-0.000416539, 0.759917, 0.835298, 0.421407, -0.00308054, 0.576684, 0.252964, -0.0156713, 0.559004, 0.893653, 0.340948, 0.0169053, 0.00385392, 0.973102, 0.000961021, 0.28391, 0.062003, 0.690936, 0.763214, 0.000467802, 0.0706183, 0.787886, -0.00679224, 0.967826, 0.0294395, 0.402157, -0.00350962, 0.0541127, 0.718559, 0.00466697, 0
0.0182631, 0.467952, -0.00224047, 0.0436114, 0.858974, 0.478267, 0.991523, -0.0124648, 0.969253, 0.0603469, 0.890913, -0.010858, 0.0914132, 0.91795, 0.00399232, 0.0649575, 0.471189, 0.91347, 0.0532062, 0.000137797, 0.0195613, 0.642258, 0.517494, 0.129719, 0.244446, 0.827047, -0.00241251, 0.255919, 0.902579, -0.00794604, 0
0.296875, -0.0295711, 0.921055, 0.0844885, 0.595721, 0.0211586, 0.957726, 0.00932685, 0.243598, 0.781026, 0.00637981, 0.692317, -0.00562886, 0.570402, 0.365849, 0.121786, 0.613758, 0.618276, 0.833691, 0.0083672, -0.00539567, 0.250008, 0.694908, 0.0730345, 0.264588, -0.0117913, 0.560306, 0.58233, 0.407394, -0.0161933, 0
0.00498182, 0.515867, 0.111822, 0.334008, 0.80304, -0.00243549, 0.122446, 0.339082, -0.00332385, 0.024223, 0.516211, 0.024845, -0.00463578, 0.97671, 0.254523, 0.905687, 0.0070819, 0.441333, 0.729324, 0.0140825, 0.0113387, 0.0501982, 0.0377603, 0.73938, 0.366502, 0.628, -0.00372722, 0.647529, 0.64295, -0.0103672, 0
0.516634, 0.00800404, 0.646741, 0.805717, 0.0155855, 0.10643, 0.644599, 0.00834261, 0.127572, 0.464015, 0.00678168, 0.605653, 0.987814, 0.598614, -0.00694321, 0.813706, 0.00521528, 0.192758, 0.0158769, 0.403375, 0.548805, -0.00243046, 0.348247, 0.31995, 0.951421, 0.208854, 0.000136829, -0.0118628, 0.62782, 0.251872, 0
0.878104, -0.0172893, 0.0123089, 0.321143, 0.860624, 0.0659528, 0.704199, 0.826326, 0.00184417, 0.103921, -0.0120401, 0.280669, 0.301166, -0.00163338, 0.551905, 0.423431, 0.0117951, 0.187087, 0.629086, 0.584212, 0.39535, 0.341696, 0.578341, 0.336746, -0.0159847, -0.0150242, 0.991447, 0.865047, -0.0124112, 0.144878, 0
0.143179, -0.00287001, 0.889154, 0.211743, 0.969079, 0.816879, -0.0323448, 0.108382, 0.0104042, 0.0104144, 0.841992, 0.252179, 0.00205741, 0.996301, 0.528514, 0.921489, -0.00553061, 0.942918, 0.17829, 0.375782, 0.888037, 0.77401, -0.00260806, 0.680428, 0.999729, 0.459484, 0.00484804, 0.0102341, 0.949968, 0.735197, 0
0.829637, -0.00609191, 0.869979, 0.00371192, 0.862166, 0.779436, 0.862235, 0.809802, 0.00703493, 0.431763, -0.00876947, 0.578953, 0.528416, 0.00547273, 0.653698, 0.336607, 0.011875, 0.319578, 0.645132, 0.982902, 0.388401, 0.51843, 0.899797, 0.0135928, 0.938836, 0.590153, 0.0120917, 0.384821, -0.00204732, 0.0109851, 0
0.00393097, 0.450841, 0.0851147, 0.00192756, 0.355938, 0.952721, 0.368246, 0.927148, -0.00546343, -0.00207194, 0.265113, 0.193701, 0.656234, 0.535298, 0.529638, 0.0113544, 0.61201, 0.848422, 0.782453, 0.00977348, 0.75913, 0.997989, 0.682069, 0.764388, 0.00621667, 0.623246, -0.0309031, 0.18318, 0.0105156, 0.669649, 0
