@relation cluster_data

@attribute var_0000 real
@attribute var_0001 real
@attribute var_0002 real
@attribute var_0003 real
@attribute var_0004 real
@attribute var_0005 real
@attribute var_0006 real
@attribute var_0007 real
@attribute var_0008 real
@attribute var_0009 real
@attribute class {0, 1, 2, 4, 8, 12}

@data
0.607567, 0.0308274, -0.00946123, 0.718158, 0.0122838, 0.440696, 0.00111518, 0.21555, -0.000911937, 0.110939, 0
0.970842, 0.92663, -0.00824055, 0.819295, -0.00651754, 0.360628, 0.731253, -0.0052551, 0.00123031, 0.136824, 0
0.445724, -0.00309103, 0.482468, 0.272991, -0.0141474, 0.0824703, -0.0187948, 0.962566, -0.00237304, 0.223886, 0
0.00690075, 0.0545803, 0.577845, 0.118268, 0.346637, -0.00273925, -0.00697714, 0.84996, -0.00304836, 0.964213, 0
0.524358, 0.992796, 0.00972414, 0.943187, 0.645541, -0.00262386, -0.0171449, 0.311732, 0.253662, -0.00126751, 0
0.72527, 0.00052202, 0.121734, 0.406776, -0.00802467, 0.105897, 0.732297, 0.005236, 0.0133211, 0.812895, 0
0.559266, 0.00120051, 0.774216, 0.890144, -0.00635042, 0.902903, -0.00648282, 0.343721, -0.0126511, 0.594923, 0
0.554586, 0.825538, 0.744303, 0.00586101, 0.00750101, 0.574492, -0.0103895, 0.859534, -0.0210208, 0.722415, 0
0.336241, -3.42425e-05, 0.648045, 0.294585, 0.00960186, 0.401874, -0.00728373, 0.472329, 0.00804929, 0.76708, 0
0.0636094, 0.740706, 0.00996422, 0.050354, 0.903295, 0.00793011, 0.582931, 0.00846141, 0.00666615, 0.364816, 0
0.307438, 0.0285324, 0.806733, 0.307548, 0.685778, 0.00419351, 0.713267, -0.0098817, 0.531493, -0.0059247, 0
-0.0061007, 0.769978, 0.162733, 0.377565, -0.00833798, 0.484844, 0.66601, -0.00345564, -0.00125298, 0.601979, 0
0.536327, 0.0594592, 0.0906793, 0.00679183, 0.508093, 0.00831751, 0.87491, -0.00293737, 0.302831, -0.0108674, 0
0.00970936, 0.355514, 0.042862, 0.581691, 0.878331, 0.00824284, 0.199174, 0.00207139, -4.58811e-05, 0.703137, 0
0.386429, 0.00292165, 0.966181, 0.0677066, -0.00042964, 0.0672822, -0.0151694, 0.804888, 0.0107396, 0.474381, 0
-0.00799281, 0.798788, 0.698747, 0.848114, 0.935873, 0.00159623, 0.00195204, 0.0230359, 0.0660772, 0.0130207, 0
-0.0101931, 0.0396305, 0.910632, 0.258903, -0.0181593, 0.540816, 0.625345, -0.0203315, 0.366314, 0.0143022, 0
0.870878, 0.936436, 0.561054, -0.00336537, 0.0125046, 0.362622, 0.644796, -0.0070561, -0.00373107, 0.981484, 0
0.970631, -0.0191088, 0.973824, 0.296413, 0.269301, -0.0141193, -0.00641924, 0.672272, 0.020649, 0.591976, 0
0.863448, 0.443921, 0.00290051, 0.818928, 0.00462489, 0.307975, 0.13052, -0.00321355, 0.129469, 0.00681424, 0
0.0159735, 0.262945, 0.57796, 0.909534, 0.0122705, 0.698302, 0.0188976, 0.532688, 0.634301, -0.000801109, 0
0.451454, 0.282204, 0.849281, 0.0114318, 0.000893128, 0.255509, -0.00742677, 0.358902, 0.0206282, 0.274214, 0
0.420417, 0.651024, 0.0155053, 0.961622, 0.214218, -0.000600922, 0.25363, -0.00890262, 0.788147, -0.00719214, 0
-0.00432972, 0.34219, 0.482074, 0.22889, 0.482925, 0.000966212, 0.0144415, 0.874634, 0.510988, -0.0150647, 0
0.650576, 0.481477, -0.000987273, 0.329812, 0.411585, -0.00466611, -0.00288153, 0.315042, 0.735059, -0.00358757, 0
0.370969, 0.393175, 0.854972, -0.00921974, 0.00137964, 0.323688, 0.00659755, 0.503025, 0.0125137, 0.655303, 0
0.832847, -0.0257882, 0.852862, 0.96068, 0.726563, 0.00679483, 0.615162, -0.00489453, 0.853913, 0.00891187, 0
0.0121754, 0.956614, 0.936481, 0.966006, 0.278071, -0.00285326, 0.134754, 0.000514109, 0.709498, -0.0116893, 0
-0.00805856, 0.31815, 0.801207, 0.67465, 0.0219513, 0.488354, 0.000700553, 0.755577, -0.0099281, 0.59622, 0
0.864559, 0.0254499, -0.0153562, 0.0323729, 0.0124613, 0.0761309, 0.0159851, 0.00222943, 0.291156, 0.0159995, 0
0.575514, 0.0103736, 0.498075, 0.752541, 0.608261, 0.00372074, 0.521035, 0.00173244, -0.010426, 0.7551, 0
-0.00476817, 0.279335, 0.411075, 0.76805, 0.00195351, 0.6096, 0.41412, -0.00640817, 0.001316, 0.110606, 0
0.942246, 0.435403, 0.0102775, 0.468443, 0.574519, 0.00417032, 0.00952378, 0.915968, 0.667555, 0.0114918, 0
0.68641, 0.788701, -0.0022006, 0.0585948, 0.0136282, 0.879306, 0.282201, -0.00151328, 0.145497, 0.0122659, 0
-0.0053237, 0.0306485, 0.810731, 0.520625, 0.14732, -0.0150542, 0.931267, 0.00945918, 0.933226, 0.00590894, 0
0.638029, -0.0200864, 0.0239797, 0.324291, 0.008664, 0.385931, 0.00481243, -0.0146647, 0.00211398, 0.501956, 0
0.526695, 0.403235, 0.133929, -7.28249e-07, -0.00598219, 0.376336, 0.00812199, 0.424648, -0.00601862, 0.785224, 0
0.847801, 0.755912, 0.00867542, 0.118149, 0.649233, 0.00284825, -0.0159677, 0.718185, 0.355857, 0.00758696, 0
-0.00751638, 0.160282, 0.776887, 0.666452, 0.571935, 0.00848873, 0.271327, 0.00905082, 0.0719706, 0.0126352, 0
0.813786, 0.00774067, 0.129407, 0.153884, 0.706537, 0.0153105, -0.0128256, 0.564108, 0.466772, -0.0139995, 0
0.727244, 0.871761, 0.915777, 0.953973, 0.353163, -0.00550565, 0.0167834, 0.109729, 0.813624, -0.0047, 1
0.374695, 0.229879, -0.0109199, 0.0670313, 0.00582706, 0.0605325, -0.00154964, 0.951336, 0.015254, 0.882907, 0
0.380584, 0.300594, 0.00802325, 0.953058, 0.522602, 0.00794033, 0.618804, -0.00407461, 0.681036, 0.00446104, 0
0.747289, 0.0122191, 0.90917, 0.991095, 0.00273447, 0.367515, 0.00264672, 0.0999432, 0.826504, -0.00717227, 0
0.0061982, 0.21967, 0.888194, 0.572371, -0.010047, 0.667127, 0.000377429, 0.315968, 0.777627, -0.00840123, 0
0.922564, 0.623076, -0.00102535, 0.303671, 0.482871, -0.00986578, 0.496347, 0.0122884, 0.0637098, 0.0104293, 0
0.822412, 0.00359987, 0.225898, 0.691583, 0.164865, 0.00126287, -0.00016068, 0.806133, 0.0210958, 0.00416214, 0
0.905587, 0.237167, 0.817204, 0.00144288, -0.00535274, 0.942978, 0.00595772, 0.482403, 0.775355, 0.00865696, 0
0.390384, -0.0234022, 0.314674, 0.141581, 0.89409, 0.012084, 0.549934, -0.0160475, -0.0160625, 0.127347, 0
0.358538, 0.704178, 0.0164674, 0.411051, 0.515828, 0.00115507, 0.522479, 0.00405138, 0.0106019, 0.0052086, 0
0.269633, -0.0181907, 0.520141, 0.16564, 0.500813, 0.0103782, 0.387439, 3.57179e-05, -0.0144713, 0.898981, 0
0.958142, 0.266779, 0.00419753, 0.679844, 0.0124655, 0.82972, 0.943226, -0.00164119, 0.486171, 0.00278985, 0
0.469862, 0.602005, -0.000331599, 0.0968916, 0.00333337, 0.673443, -0.0156008, 0.940824, 0.0201848, 0.852662, 0
0.0100795, 0.688329, 0.301944, -0.0255938, 0.0698475, -0.0130977, -0.00271394, 0.0672045, 0.00894674, 0.516961, 0
0.431839, 0.808503, 0.912948, -0.0142912, 0.00605105, 0.573424, -0.0101353, 0.690962, 0.958216, -0.026911, 0
0.23322, 0.00391488, 0.184762, 0.721037, 0.320237, 0.00395393, -0.00149062, 0.185227, 0.00172599, 0.302515, 0
0.196252, 0.837571, 0.650106, -0.00132628, -0.00850444, 0.216634, 0.0138013, 0.489079, -0.0165471, 0.986145, 0
0.162676, 0.984778, 0.478127, 0.00712125, 0.115672, -0.00113196, -0.00116713, 0.279524, 0.00295983, 0.162418, 0
0.462641, 0.710884, 0.183964, -0.0183916, 0.000555895, 0.931928, 0.00538909, 0.00106786, -0.0086751, 0.980173, 0
0.618899, 0.00658158, 0.0153703, 0.201358, 0.0116368, 0.020634, 0.0705214, -0.00733775, 0.566627, 0.010861, 0
0.946291, 0.804846, 0.844585, 0.0148346, 0.523773, 0.00135654, 0.00565277, 0.953419, 0.0148852, 0.756257, 0
0.957453, 0.00310204, 0.89917, 0.0642673, -0.00491387, 0.73682, 0.599306, -0.000524343, 0.281061, -0.00637319, 0
0.576899, 0.212601, -0.0042985, 0.185849, 0.807324, -0.010082, 0.493514, -0.0125497, 0.466183, 0.00492509, 0
0.0146974, 0.0109252, 0.833943, 0.245554, 0.301455, 0.00135532, 0.961639, -0.00426624, -0.0213224, 0.249652, 0
0.54259, 0.238427, 0.133492, 0.0145604, -0.0174792, 0.914517, 0.257562, 0.00295917, 0.165785, 0.000132221, 0
-0.00398835, 0.330089, 0.0853216, 0.922342, 0.67414, 0.00170352, 0.37082, -0.0100462, 0.055455, 0.00752254, 0
0.595423, 0.429755, -0.0123193, 0.039299, -9.27245e-06, 0.0841439, 0.939727, -0.0145278, 0.0173755, 0.883011, 0
0.00378501, 0.710484, 0.654486, 0.986465, 0.026178, 0.281388, 0.0800249, -0.00261415, 0.573914, -0.00305378, 0
0.165298, -0.0148472, 0.773618, 0.541877, 0.400938, -0.0120751, -0.0276236, 0.785152, 0.00378942, 0.27975, 0
0.829122, 0.0715204, 0.869555, 0.00846238, 0.484134, 0.00653731, -0.00250375, 0.967975, -0.0056237, 0.437011, 0
-0.00997993, 0.643619, 0.444038, 0.414838, 0.0107893, 0.114754, 0.420649, -0.0074507, 0.279714, 0.00977825, 0
0.231138, -0.00328594, 0.00487256, 0.346665, 0.582607, -0.0124219, 0.100589, -0.0028946, 0.269955, -0.017201, 0
-0.0044077, 0.187989, 0.12817, 0.616847, 0.0112381, 0.879075, 0.475798, -0.00306767, 0.501271, -0.00444283, 0
0.201636, -0.00820606, 0.952881, 0.997593, 0.119848, -0.0138723, 0.543136, 0.00493638, 0.0128907, 0.670612, 0
0.038099, -0.0113262, 0.33749, 0.0628988, -0.00281158, 0.953262, 0.0069148, 0.643801, 0.809156, 0.0191868, 0
0.166958, 0.33087, 0.0123063, 0.547871, 0.276715, 0.00296317, 0.138096, -0.0016098, 0.723028, -6.88791e-05, 0
0.998657, 0.0107018, 0.52459, 0.13509, 0.00561658, 0.916085, -0.0167057, 0.550293, 0.204854, -0.000725175, 0
0.466685, 0.428331, 0.00841295, 0.2219, 0.0750901, -0.0118872, 0.00963302, 0.239258, 0.551647, -0.00681631, 0
0.898288, 0.129056, -0.00410152, 0.829379, 0.486891, 0.0096766, -0.0135977, 0.659941, -0.00271192, 0.263993, 0
0.0798626, -0.00601394, 0.840008, 0.630207, 0.0779279, 0.0201103, 0.369238, -0.000413424, 0.536041, -0.0048145, 0
0.809703, -0.00695925, 0.946823, 0.239977, 0.800807, -0.00320731, 0.352588, -0.0131254, -0.00091793, 0.289192, 0
0.00554705, 0.170902, 0.637782, 0.185296, -0.00885782, 0.901108, -0.00725423, 0.512016, 0.325559, -0.00687154, 0
0.00537358, 0.699914, 0.721178, 0.0408848, 0.0041786, 0.400271, 0.330776, -0.0145436, 0.685591, 0.017593, 0
0.00521761, 0.563036, 0.0173526, 0.376842, -0.00317321, 0.901013, 0.974567, 0.0205834, 0.398989, 0.000364651, 0
0.232705, 0.00567959, 0.148341, 0.460871, 0.710373, 0.00421965, 0.496727, -0.0110254, -0.00559754, 0.37997, 0
0.755582, 0.123635, -0.00808268, 0.614893, -0.00407458, 0.637263, 0.46977, -0.00125044, -0.000635537, 0.456853, 0
0.366714, 0.00033063, 0.604852, 0.207091, 0.00278652, 0.251409, 0.449844, 0.00985273, 0.700417, 0.0232798, 0
0.705837, -0.00518027, 0.954345, 0.877671, 0.00573962, 0.912223, 0.567464, 0.00539984, -0.00527042, 0.934597, 0
0.0116174, 0.758321, 0.151451, 0.242915, 0.000202008, 0.472289, 0.430313, -0.00366503, 0.570988, 0.00647477, 0
0.00402257, 0.362671, 0.82086, 0.704938, 0.473422, -0.00359126, 0.00453337, 0.381703, 0.905999, -0.00670082, 0
0.00989422, 0.0358774, 0.582095, 0.588505, 0.841386, -0.00247469, 0.013693, 0.0957962, 0.490451, -0.000667407, 0
0.00145142, 0.118365, 0.383881, 0.450447, 6.734e-05, 0.00957447, 0.000231582, 0.151845, -0.00274013, 0.505998, 0
0.396488, 0.998748, -0.00649088, 0.923055, 0.0166207, 0.870028, -0.00287865, 0.946155, 0.29319, 0.00187967, 0
-0.00562701, 0.148946, 0.26417, 0.119421, -0.00403212, 0.532222, 0.760201, -0.00152618, 0.884713, -0.0214686, 0
