@relation cluster_data

@attribute var_0000 real
@attribute var_0001 real
@attribute var_0002 real
@attribute var_0003 real
@attribute var_0004 real
@attribute var_0005 real
@attribute var_0006 real
@attribute var_0007 real
@attribute var_0008 real
@attribute var_0009 real
@attribute var_0010 real
@attribute var_0011 real
@attribute var_0012 real
@attribute var_0013 real
@attribute var_0014 real
@attribute var_0015 real
@attribute var_0016 real
@attribute var_0017 real
@attribute var_0018 real
@attribute var_0019 real
@attribute var_0020 real
@attribute var_0021 real
@attribute var_0022 real
@attribute var_0023 real
@attribute var_0024 real
@attribute var_0025 real
@attribute var_0026 real
@attribute var_0027 real
@attribute var_0028 real
@attribute var_0029 real
@attribute var_0030 real
@attribute var_0031 real
@attribute var_0032 real
@attribute var_0033 real
@attribute var_0034 real
@attribute var_0035 real
@attribute var_0036 real
@attribute var_0037 real
@attribute var_0038 real
@attribute var_0039 real
@attribute var_0040 real
@attribute var_0041 real
@attribute var_0042 real
@attribute var_0043 real
@attribute var_0044 real
@attribute var_0045 real
@attribute var_0046 real
@attribute var_0047 real
@attribute var_0048 real
@attribute var_0049 real
@attribute class {0, 1, 2, 4, 8, 16, 32, 64, 128, 130, 256, 272, 512, 1024, 2048, 4096, 8192}

@data
0.140806, 0.976784, 0.0777165, 0.00711002, 0.358935, 0.347247, 0.114306, 0.701963, 0.0165298, -0.011966, 0.499577, 0.468196, 0.365694, 0.919119, -0.0237531, 0.289277, 0.000151258, 0.299917, 0.0845884, 0.895511, 0.721683, 0.00418661, 0.769228, 0.591319, 0.305008, -0.00887658, 0.708087, -0.0223853, 0.13278, 0.716771, 0.845943, 0.960255, -0.0129403, 0.256663, 0.0161369, 0.809069, 0.129963, 0.00252734, 0.434489, 0.420822, 0.535189, -0.0142168, 0.37719, 0.378945, 0.48678, 0.729003, 0.990493, 0.00889548, 0.242039, -0.0141468, 0
0.104438, 0.636882, 0.200454, 0.729347, 0.00539191, 0.457057, 0.471963, 0.0074223, 0.0521957, -0.0114651, 0.477441, 0.421064, 0.832358, 0.00329981, 0.297651, 0.428924, 0.0913556, 0.824782, -0.00399569, 0.557759, 0.0757226, 0.00837654, 0.216377, 0.797108, 0.517797, -0.015073, 0.843244, 0.00421604, 0.655179, 0.081497, 0.354469, -0.00947998, 0.183337, 0.089975, 0.951146, -0.00936298, 0.154695, 0.0448704, 0.0112476, 0.849507, 0.552147, 0.324595, 0.731253, -0.0107473, 0.892206, 0.155398, 0.367097, 0.00184904, 0.630589, 0.0100749, 0
0.871137, 0.897658, 0.150412, 0.638005, -0.00957764, 0.465929, -0.00702402, 0.0201708, 0.0831065, 0.00738372, 0.361098, 0.0792706, 0.292326, 0.0131033, 0.104462, 0.222898, 0.637338, 0.216387, 0.21121, 0.164533, -0.00351248, 0.00848496, -0.0053266, 0.703498, 0.0193387, -0.00150136, 0.0072106, 0.248205, 0.219533, -0.00478665, 0.826553, 0.0396597, 0.90335, 0.709342, 0.882114, 0.832748, -0.000207829, 0.054985, 0.108451, 0.0156691, 0.84318, 0.100457, -0.00143852, 0.969024, 0.909587, 0.434364, 0.0405569, -0.0077912, -0.000650621, 0.293572, 0
0.0177872, 0.41439, 0.894437, 6.67736e-05, 0.424403, 0.0310441, 0.113359, 0.902331, 0.0106239, 0.863403, 0.00605842, 0.562977, 0.228198, 0.00212637, 0.135485, 0.328854, -0.000852503, 0.694592, 0.852576, 0.826482, 0.00257267, 0.736574, -0.0147798, 0.846855, -0.00195159, 0.93088, -0.0108295, 0.0411343, 0.16489, -0.00293222, 0.839274, 0.6929, 0.15127, 0.682078, 0.0114983, 0.463215, 0.335646, 0.101588, 0.45113, 0.851801, 0.00936461, 0.00620097, 0.381242, 0.175368, 0.589686, 0.994145, 0.26261, 0.00137064, -0.00385257, 0.0297937, 0
0.00376787, 0.172566, -0.0105792, 0.420735, 0.813487, 0.935395, 0.932255, 0.0106292, 0.304155, 0.0123891, 0.117819, 0.411967, 0.187036, 0.924084, -0.00265265, 0.934659, 0.113375, 0.589705, 0.284218, 0.459648, -0.0112902, 0.397106, 0.00152749, 0.00955145, 0.74705, 0.00704739, 0.00426595, 0.476924, 0.982342, 0.118206, 0.893179, 0.831031, -0.0195643, 0.00117999, 0.908922, 0.418717, 0.164125, 0.0260259, 0.000589914, 0.116618, 0.704919, 0.00985207, 0.544285, 0.433661, 0.702093, 0.131446, 0.00557137, 0.900546, 0.0316065, -0.0104611, 0
0.00184265, 0.445241, 0.729527, 0.876137, 0.074166, -0.00452779, 0.923837, 0.530045, 0.146994, 0.963718, 0.113779, -0.00972608, 0.309521, 0.11228, -0.00126178, 0.421916, 0.309882, -0.00348851, 0.808609, 0.688103, 0.360311, 0.547947, -0.0173923, 0.205816, -0.00568725, 0.244763, 0.0183874, 0.0953722, 0.885131, -0.00385842, 0.229538, 0.774804, 0.396863, 0.687005, 0.149388, 0.00152406, 0.0758116, -0.00219509, 0.698917, 0.0460912, 0.198769, -0.000798207, 0.968421, 0.989037, 0.2291, 0.904425, 0.317895, -0.0303071, 0.471011, -0.00119783, 0
0.805856, 0.465063, 0.753315, -0.002324, 0.616423, -0.00408521, 0.776238, 0.489451, 0.511714, 0.0174218, 0.974842, 0.0621617, 0.138685, 0.0145261, 0.116759, 0.950932, 0.745534, -0.0226646, 0.712064, 0.837872, 0.906242, 0.62318, 0.265804, -0.00578553, 0.138422, 0.00247033, 0.00452823, 0.955428, 0.83585, 0.812076, 0.633459, 0.00733887, 0.978071, 0.326524, 0.670787, -0.00262426, 0.644374, 0.451959, 0.643072, 0.859227, 0.0094305, 0.0442172, -0.0163316, 0.31302, -0.000140798, 0.684882, 0.39255, 0.274308, -0.00401539, 0.633379, 0
0.813966, 0.228333, 0.830894, -0.00278879, 0.373189, 0.622692, 0.500634, 0.0157625, -0.00767572, 0.720486, 0.933541, 0.122429, 0.0211085, 0.467897, 0.00940069, 0.595336, 0.908817, 0.0156594, 0.68017, 0.283035, 0.909957, 0.781617, 0.932404, -0.0129652, 0.381018, 0.00415846, 0.115195, -0.019101, 0.731335, 0.625639, 0.195487, 0.216083, 0.00276156, 0.541413, 0.724138, 0.122012, 0.0151302, 0.0171625, 0.839379, 0.297507, 0.699634, 0.627172, -0.00367795, 0.348801, 0.473274, 0.190975, 0.0022462, 0.944638, 0.778325, 0.0121829, 0
0.969523, 0.150279, 0.324228, 0.00860077, 0.661909, 0.119624, -0.0100057, 0.441769, 0.92994, -0.00248941, 0.343352, 0.726315, 0.0457125, 0.0228013, 0.760048, 0.109427, -0.0107898, 0.925694, 0.694659, 0.429787, 0.0460802, 0.00527795, 0.825101, 0.20451, 0.00664431, 0.946917, 0.277108, 0.00750348, 0.990568, 0.826362, 0.486431, 0.577593, -0.00133018, 0.0765038, 0.363578, 0.925362, -0.0145398, 0.738888, 0.0138284, 0.220948, 0.266112, -0.00599243, 0.844451, 0.116799, 0.341772, 0.336107, -0.00672215, 0.792354, 0.310335, 0.000818885, 0
0.107834, 0.785536, 0.966088, -0.00226595, 0.592261, 0.979482, 0.837783, 0.137183, 0.000991464, 0.606889, 0.740108, 0.629943, -0.00242767, 0.00900999, 0.571525, 0.377455, 0.543791, 0.0124535, 0.0919414, 0.408074, 0.0777424, 0.382264, -0.00908457, 0.904667, -0.00607538, 0.966237, 0.407457, -0.0161786, 0.93595, 0.0171651, 0.0903245, 0.493355, 0.432741, 0.535564, 0.617872, 0.589747, 0.0144851, -0.00165975, 0.358755, 0.364401, 0.256983, -0.00951806, 0.845425, 0.546669, 0.946148, 0.692889, -0.00126746, 0.310191, 0.569983, -0.00909903, 0
