@relation breast

@attribute var_0000 real
@attribute var_0001 real
@attribute var_0002 real
@attribute var_0003 real
@attribute var_0004 real
@attribute var_0005 real
@attribute var_0006 real
@attribute var_0007 real
@attribute var_0008 real
@attribute var_0009 real
@attribute var_0010 real
@attribute var_0011 real
@attribute var_0012 real
@attribute var_0013 real
@attribute var_0014 real
@attribute var_0015 real
@attribute var_0016 real
@attribute var_0017 real
@attribute var_0018 real
@attribute var_0019 real
@attribute var_0020 real
@attribute var_0021 real
@attribute var_0022 real
@attribute var_0023 real
@attribute var_0024 real
@attribute var_0025 real
@attribute var_0026 real
@attribute var_0027 real
@attribute var_0028 real
@attribute var_0029 real
@attribute var_0030 real
@attribute var_0031 real
@attribute var_0032 real
@attribute class {0, 1}

@data
0.241935483871, 0.434542102028, 0.595847750865, 0.413793103448, 0.344948104215, 0.285673311344, 0.216883361598, 0.210069013455, 0.277737851733, 0.321593533487, 0.277177368086, 0.265259660349, 0.486452927505, 0.23245650202, 0.190589715572, 0.0620454625303, 0.053594995822, 0.160996537709, 0.137259502581, 0.172441364606, 0.209884075656, 0.394347240915, 0.620930940067, 0.3711760707, 0.273321747327, 0.267183168669, 0.140351051466, 0.253067136699, 0.336803030883, 0.219199684605, 0.171126852945, 0.479166666667, 0.185185185185, 0
0.483870967742, 0.432698217578, 0.0, 0.461887477314, 0.338593518322, 0.62283091926, 0.872621066516, 0.685467454446, 0.700923213002, 0.641454965358, 0.603093875821, 0.554516367216, 0.17294406062, 0.613177207883, 0.461607231549, 0.131117591259, 0.325591747167, 0.322068342616, 0.313702487095, 0.421641791045, 0.445044887998, 0.562584118439, 0.0200790994828, 0.676410605031, 0.445049927833, 0.570687326747, 0.610207710417, 0.600268756217, 0.904710879798, 0.598462448255, 0.418863964319, 0.270833333333, 0.0740740740741, 0
0.927419354839, 0.640442532268, 0.244290657439, 0.595281306715, 0.535585681, 0.192026387495, 0.274543056341, 0.252023236185, 0.339930344408, 0.591801385681, 0.208730663276, 0.24095495939, 0.0790856124041, 0.228828234518, 0.225687891129, 0.122966658469, 0.211966919947, 0.166039440012, 0.377639605819, 0.438965884861, 0.344460908219, 0.541049798116, 0.131122604198, 0.50305914344, 0.424430763793, 0.262207690667, 0.291638935521, 0.276975969006, 0.666679422908, 0.545830869308, 0.233700642792, 0.21875, 0.0, 0
0.983870967742, 0.0288875230486, 0.346020761246, 0.0515426497278, 0.0129739461978, 0.968449734691, 0.896363293763, 0.539744799166, 0.469290729172, 0.744226327945, 1.0, 0.185700221511, 0.252761947213, 0.188999752618, 0.04383960796, 0.226364051576, 0.525040412954, 0.3437452958, 0.395823557015, 0.985150776729, 0.707835788373, 0.092866756393, 0.299056890782, 0.093609789259, 0.0175557453828, 0.909019830834, 0.809573950273, 0.5784541282, 0.874478588649, 1.0, 0.773711137348, 0.166666666667, 0.0, 0
0.209677419355, 0.574062692071, 0.137024221453, 0.573502722323, 0.495339970345, 0.363258281945, 0.326926700584, 0.432004369197, 0.464315329758, 0.289260969977, 0.181818181818, 0.346665025843, 0.133464930434, 0.353343778346, 0.266381907884, 0.309981379335, 0.134811367168, 0.345777510161, 0.401102768653, 0.18424459336, 0.351085156454, 0.435172723194, 0.0, 0.456152277362, 0.314265515921, 0.394413248987, 0.152668646753, 0.328109457078, 0.510925720409, 0.157500492805, 0.142594778958, 0.322916666667, 0.0, 1
0.612903225806, 0.110633066994, 0.169896193772, 0.115245009074, 0.0747193391231, 0.630001434103, 0.417750141323, 0.353557420188, 0.311515285533, 0.396651270208, 0.453273998729, 0.119308392813, 0.120379509058, 0.152222313845, 0.0558259660276, 0.179461054703, 0.17588810883, 0.26095137739, 0.246245893947, 0.187671337192, 0.350997995293, 0.119784656797, 0.112564648616, 0.150917743032, 0.0663053403635, 0.630393062762, 0.365842513584, 0.502539222701, 0.543071447706, 0.378474275577, 0.41230486685, 0.21875, 0.0, 1
0.475806451613, 0.493546404425, 0.31937716263, 0.476406533575, 0.397373437831, 0.228022372006, 0.292632372338, 0.241596742962, 0.380286361877, 0.241916859122, 0.157236702691, 0.20594388383, 0.153236333535, 0.201121464501, 0.156352438661, 0.0363981309068, 0.126455452039, 0.0849013999699, 0.238913655561, 0.112282972891, 0.247450536041, 0.473306415433, 0.267112868877, 0.458871515976, 0.319567586674, 0.230933257517, 0.283890770744, 0.239978359889, 0.624583827638, 0.228858663513, 0.267414403778, 0.114583333333, 0.0998498498519, 0
0.612903225806, 0.169637369392, 0.361591695502, 0.166061705989, 0.114541410718, 0.630001434103, 0.446391558319, 0.172980487563, 0.218585880922, 0.512702078522, 0.514091968637, 0.239785872508, 0.323123945366, 0.222891069514, 0.122413165127, 0.215648385623, 0.17916800075, 0.104922474785, 0.272935241671, 0.132843435882, 0.376972021267, 0.189322566173, 0.348950410709, 0.173351461591, 0.114554184218, 0.593432369038, 0.314784094408, 0.212753704124, 0.484520301558, 0.321506012222, 0.393939393939, 0.375, 0.37037037037, 1
0.951612903226, 0.125998770744, 0.395847750865, 0.141560798548, 0.0837746240203, 0.750466083465, 0.554550593556, 0.401966138722, 0.404776383437, 0.601616628176, 0.500953591863, 0.0692222495693, 0.203731414563, 0.10332316319, 0.034204165425, 0.107648526157, 0.216105831179, 0.185082041246, 0.207824964805, 0.257919585745, 0.232023010547, 0.11888739345, 0.42774566474, 0.143439836846, 0.0681021532298, 0.628260715047, 0.485541725854, 0.449398788852, 0.67739466534, 0.554504238123, 0.342122523941, 0.166666666667, 0.037037037037, 0
0.604838709677, 0.0928088506454, 0.472664359862, 0.109528130672, 0.0605274306291, 0.625699125197, 0.729413981534, 0.504741571918, 0.359997788711, 0.416859122402, 0.68192413647, 0.0638690622693, 0.393804323602, 0.0730601137957, 0.0329459289428, 0.157467589502, 0.506220080748, 0.500451603191, 0.268242609104, 0.190526957051, 0.783840320753, 0.100942126514, 0.730453300882, 0.0853161114888, 0.0598839435624, 0.734878100789, 1.0, 0.943281967156, 0.734797749799, 0.552138773901, 1.0, 0.583333333333, 0.740740740741, 0
0.983870967742, 0.311616472034, 0.444982698962, 0.279491833031, 0.230989197204, 0.101677900473, 0.0777840587903, 0.0223673104612, 0.0714246226989, 0.127020785219, 0.142403051494, 0.114262859956, 0.262631729759, 0.108270800693, 0.0878116618655, 0.0478515968099, 0.0150094101661, 0.000526870389884, 0.0708880807133, 0.127893694791, 0.170400069729, 0.284881112607, 0.523577730453, 0.263086335826, 0.189077734248, 0.257232212666, 0.103100259266, 0.106385577913, 0.270789483755, 0.272619751626, 0.193362193362, 0.166666666667, 0.0, 0
